show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,year_added
s84,TV Show,metal shop masters,not available,jo koy,unknown,9/10/2021,2021,TV-MA,1 Season,Reality TV,on this competition show a group of metal artists torch cut and weld epic badass creations from hardened steel only one will win a 50000 prize,1,2021
s85,Movie,omo ghetto the saga,jjc skillz funke akindele,funke akindele ayo makun chioma chukwuka akpotha yemi eberechi alade blossom chukwujekwu deyemi okanlawon alexx ekubo zubby michael tina mba femi jacobs,nigeria,9/10/2021,2020,TV-MA,147 min,"Action & Adventure, Comedies, Dramas",twins are reunited as a goodhearted female gangster and her uptight rich sister take on family crime cops and all of the trouble that follows them,147,2021
s86,TV Show,pokmon master journeys the series,not available,ikue otani sarah natochenny zeno robinson cherami leigh james carter cathcart michele knotz rodger parsons ray chase casey mongillo tara sands,unknown,9/10/2021,2021,TV-Y7,1 Season,"Anime Series, Kids' TV",as ash battles his way through the world coronation series goh continues his quest to catch every pokmon together theyre on a journey to adventure,1,2021
s87,Movie,prey,thomas sieben,david kross hanno koffler maria ehrich robert finster yung ngo klaus steinbacher livia matthes nellie thalbach,unknown,9/10/2021,2021,TV-MA,87 min,"International Movies, Thrillers",a hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter,87,2021
s88,TV Show,titipo titipo,not available,jeon haeri kim eunah hong bumki nam dohyeong um sanghyun,unknown,9/10/2021,2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",titipo the train is out to prove that hes got what it takes to help the folks of train village ride the rails safely and reliably,2,2021
s89,Movie,blood brothers malcolm x muhammad ali,marcus clarke,malcolm x muhammad ali,unknown,9/9/2021,2021,PG-13,96 min,"Documentaries, Sports Movies",from a chance meeting to a tragic fallout malcolm x and muhammad alis extraordinary bond cracks under the weight of distrust and shifting ideals,96,2021
s90,TV Show,mighty raju,not available,julie tejwani sabina malik jigna bhardwaj rupa bhimani lalit agarwal rajesh shukla rajesh kava,unknown,9/9/2021,2017,TV-Y7,4 Seasons,Kids' TV,born with superhuman abilities young raju wants to use his powers to make the world a better place  but that will mean facing plenty of challenges,4,2021
s91,Movie,paradise hills,alice waddington,emma roberts danielle macdonald awkwafina eiza gonzlez milla jovovich jeremy irvine arnaud valois daniel horvath,spain united states,9/9/2021,2019,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers",uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies thats bad enough but its real purpose is even worse,95,2021
s92,Movie,the women and the murderer,mona achache patricia tourancheau,not available,france,9/9/2021,2021,TV-14,92 min,"Documentaries, International Movies",this documentary traces the capture of serial killer guy georges through the tireless work of two women a police chief and a victims mother,92,2021
s93,TV Show,into the night,not available,pauline etienne laurent capelluto stefano cassetti mehmet kurtulu babetida sadjo jan bijvoet ksawery szlenkier vincent londez regina bikkinina alba gaa kraghede bellugi nabil mallat,belgium,9/8/2021,2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below,2,2021
s94,Movie,jje,alexis almstrm,elsa hrn mustapha aarab jonay pineda skallak magnus krepper loreen albin grenholm simon mezher elsa bergstrm terent josef kadim yohannes frezgi,unknown,9/8/2021,2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies",elisabeth and johnjohn live in the same city but they inhabit different worlds can a passionate first love break through class and cultural barriers,91,2021
s95,Movie,show dogs,raja gosnell,will arnett ludacris natasha lyonne stanley tucci jordin sparks gabriel iglesias shaquille oneal omar chaparro alan cumming andy beckwith delia sheppard kerry shale,united kingdom united states,9/8/2021,2018,PG,90 min,"Children & Family Movies, Comedies",a rough and tough police dog must go undercover with an fbi agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale,90,2021
s96,TV Show,the circle,not available,michelle buteau,united states united kingdom,9/8/2021,2021,TV-MA,3 Seasons,Reality TV,status and strategy collide in this social experiment and competition show where online players flirt befriend and catfish their way toward 100000,3,2021
s97,Movie,if i leave here tomorrow a film about lynyrd skynyrd,stephen kijak,ronnie van zandt gary rossington allen collins leon wilkeson bob burns billy powell ed king artimus pyle steve gaines johnny van zant,united states,9/7/2021,2018,TV-MA,97 min,"Documentaries, Music & Musicals",using interviews and archival footage this documentary charts the story of the legendary southern rockers with a focus on front man ronnie van zant,97,2021
s98,TV Show,kid cosmic,not available,jack fisher tom kenny amanda c miller kim yarbrough keith ferguson grey griffin lily rose silver,united states,9/7/2021,2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",a boys superhero dreams come true when he finds five powerful cosmic stones but saving the day is harder than he imagined  and he cant do it alone,2,2021
s99,TV Show,octonauts above beyond,not available,antonio aakeel chipo chung simon foster teresa gallagher simon greenall kate harbour paul panting rob rackstraw william vanderpuye helen walsh keith wickham andres williams jo wyatt,united kingdom,9/7/2021,2021,TV-Y,1 Season,"British TV Shows, Kids' TV",the octonauts expand their exploration beyond the sea  and onto land with new rides and new friends theyll protect any habitats and animals at risk,1,2021
s100,TV Show,on the verge,not available,julie delpy elisabeth shue sarah jones alexia landeau mathieu demy troy garity timm sharp giovanni ribisi,france united states,9/7/2021,2021,TV-MA,1 Season,"TV Comedies, TV Dramas",four women  a chef a single mom an heiress and a job seeker  dig into love and work with a generous side of midlife crises in prepandemic la,1,2021
s101,TV Show,tobot galaxy detectives,not available,austin abell travis turner cole howard anna cummer jesse inocalla brian dobson michael adamthwaite joseph girgis caitlyn bairstow,unknown,9/7/2021,2019,TV-Y7,2 Seasons,Kids' TV,an intergalactic device transforms toy cars into robots the tobots working with friends to solve mysteries they protect the world from evil,2,2021
s102,Movie,untold breaking point,chapman way maclain way,not available,united states,9/7/2021,2021,TV-MA,80 min,"Documentaries, Sports Movies",under pressure to continue a winning tradition in american tennis mardy fish faced mental health challenges that changed his life on and off the court,80,2021
s103,TV Show,countdown inspiration4 mission to space,jason hehir,not available,unknown,9/6/2021,2021,TV-14,1 Season,"Docuseries, Science & Nature TV",from training to launch to landing this allaccess docuseries rides along with the inspiration4 crew on the first allcivilian orbital space mission,1,2021
s104,Movie,shadow parties,yemi amodu,jide kosoko omotola jaladeekeinde yemi blaq sola sobowale ken erics toyin aimakhu segun arinze jibola dabo rotimi salami pa jimi solanke rachael okonkwo bassey okon lucien morgan magdalena korpas,unknown,9/6/2021,2020,TV-MA,117 min,"Dramas, International Movies, Thrillers",a family faces destruction in a longrunning conflict between communities that pits relatives against each other amid attacks and reprisals,117,2021
s105,TV Show,tayo the little bus,not available,robyn slade kami desilets,south korea,9/6/2021,2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",as they learn their routes around the busy city tayo and his little bus friends discover new sights and go on exciting adventures every day,2,2021
s106,Movie,angamaly diaries,lijo jose pellissery,antony varghese reshma rajan binny rinky benjamin vineeth vishwam kichu tellus sreekanth dasan sarath kumar tito wilson anandhu bitto davis sinoj varghese,india,9/5/2021,2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas",after growing up amidst the gang wars of his hometown vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law,128,2021
s107,TV Show,bunkd,not available,peyton list karan brar skai jackson miranda may kevin g quinn nathan arenas nina lu,united states,9/5/2021,2021,TV-G,5 Seasons,"Kids' TV, TV Comedies",the ross siblings of disneys hit series jessie spend a summer full of fun and adventure at maines camp kikiwaka where their parents first met,5,2021
s108,Movie,a champion heart,david de vos,mandy grace david de vos donna rusch devan key isabella mancuso ariana guido,united states,9/4/2021,2018,G,90 min,"Children & Family Movies, Dramas",when a grieving teen must work off her debt to a ranch she cares for a wounded horse that teaches her more about healing than she expected,90,2021
s109,TV Show,dive club,not available,aubri ibrag sanaa shaik miah madden mercy cornwall georgiamay davis ryan harrison josh heuston alexander grant,australia,9/3/2021,2021,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows",on the shores of cape mercy a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing,1,2021
s110,TV Show,la casa de papel,not available,rsula corber itziar ituo lvaro morte paco tous enrique arce pedro alonso mara pedraza alba flores miguel herrn jaime lorente esther acebo darko peric kiti mnver,spain,9/3/2021,2021,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",eight thieves take hostages and lock themselves in the royal mint of spain as a criminal mastermind manipulates the police to carry out his plan,5,2021
s111,TV Show,money heist from tokyo to berlin,luis alfaro javier gmez santander,not available,unknown,9/3/2021,2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",the filmmakers and actors behind money heist characters like tokyo and the professor talk about the emotional artistic process of filming the series,1,2021
s112,TV Show,sharkdog,not available,liam mitchell dee bradley baker grey griffin josh mcdermitt kari wahlgren judy alice lee ali mawji,united states singapore,9/3/2021,2021,TV-Y,1 Season,Kids' TV,half shark half dog with a big heart and a belly full of fish sticks together sharkdog and his human pal max can take on any silly or messy adventure,1,2021
s113,Movie,worth,sara colangelo,michael keaton stanley tucci amy ryan shunori ramanathan ato blanksonwood tate donovan laura benanti chris tardio,unknown,9/3/2021,2021,PG-13,119 min,Dramas,in the wake of the sept 11 attacks a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost based on real events,119,2021
s114,Movie,afterlife of the party,stephen herek,victoria justice midori francis robyn scott adam garcia timothy renouf gloria garcia myfanwy waring spencer sutherland,unknown,9/2/2021,2021,TV-PG,110 min,"Comedies, Romantic Movies",cassie lives to party until she dies in a freak accident now this social butterfly needs to right her wrongs on earth if she wants to earn her wings,110,2021
s115,Movie,anjaam,rahul rawail,madhuri dixit shah rukh khan tinnu anand johny lever kalpana iyer himani shivpuri sudha chandran beena kiran kumar,india,9/2/2021,1994,TV-14,143 min,"Dramas, International Movies, Thrillers",a wealthy industrialists dangerous obsession with a flight attendant destroys her world until she takes matters into her own hands to exact revenge,143,2021
s116,Movie,bright star,jane campion,abbie cornish ben whishaw paul schneider kerry fox edie martin thomas brodiesangster claudie blakley gerard monaco antonia campbellhughes samuel roukin,united kingdom australia france,9/2/2021,2009,PG,119 min,"Dramas, Romantic Movies",this drama details the passionate threeyear romance between romantic poet john keats  who died tragically at age 25  and his great love and muse,119,2021
